1,1,1218,590,133,104,1,1,1.000000
1,2,1812,630,106,67,1,1,1.000000
1,3,1728,594,67,71,1,1,1.000000
1,4,1441,573,94,34,1,1,1.000000
1,5,1422,441,49,66,1,1,1.000000
1,6,1387,305,35,42,1,1,1.000000
1,7,1400,365,95,34,1,1,1.000000
1,8,1295,380,77,36,1,1,1.000000
1,9,907,419,72,76,1,1,1.000000
1,10,761,521,80,37,1,1,1.000000
1,11,706,532,77,37,1,1,1.000000
1,12,599,577,54,41,1,1,1.000000
1,13,379,611,77,47,1,1,1.000000
1,14,327,515,46,67,1,1,1.000000
1,15,1542,433,50,55,1,1,1.000000
1,16,1442,551,33,44,1,1,1.000000
1,17,726,523,44,22,1,1,1.000000
1,18,1325,529,89,38,1,1,1.000000
1,19,1263,554,94,33,1,1,1.000000
1,20,1270,528,95,47,1,1,1.000000
1,21,1569,376,40,64,1,1,1.000000
1,22,1473,449,77,34,1,1,1.000000
1,23,1477,314,33,46,1,1,1.000000
1,24,1597,428,67,41,1,1,1.000000
1,25,1490,527,61,37,1,1,1.000000
2,1,1221,591,130,104,1,1,1.000000
2,2,1805,627,105,67,1,1,1.000000
2,3,1725,593,67,71,1,1,1.000000
2,4,1441,574,91,34,1,1,1.000000
2,5,1420,438,53,66,1,1,1.000000
2,6,1386,304,35,42,1,1,1.000000
2,7,1399,364,98,36,1,1,1.000000
2,8,1296,379,78,37,1,1,1.000000
2,9,907,419,72,76,1,1,1.000000
2,10,758,523,79,36,1,1,1.000000
2,11,705,531,76,37,1,1,1.000000
2,12,598,577,55,41,1,1,1.000000
2,13,380,611,78,47,1,1,1.000000
2,14,328,515,45,66,1,1,1.000000
2,15,1544,432,47,56,1,1,1.000000
2,16,1440,552,33,44,1,1,1.000000
2,17,724,523,45,22,1,1,1.000000
2,18,1323,527,89,41,1,1,1.000000
2,19,1265,554,89,33,1,1,1.000000
2,20,1273,529,92,46,1,1,1.000000
2,21,1568,373,42,64,1,1,1.000000
2,22,1471,448,80,36,1,1,1.000000
2,23,1477,314,33,46,1,1,1.000000
2,24,1597,430,63,39,1,1,1.000000
2,25,1490,526,61,37,1,1,1.000000
3,1,1224,592,127,103,1,1,1.000000
3,2,1797,624,105,67,1,1,1.000000
3,3,1722,592,67,71,1,1,1.000000
3,4,1441,574,87,34,1,1,1.000000
3,5,1418,435,57,67,1,1,1.000000
3,6,1385,304,36,43,1,1,1.000000
3,7,1397,364,100,37,1,1,1.000000
3,8,1296,378,79,38,1,1,1.000000
3,9,907,419,72,76,1,1,1.000000
3,10,754,524,78,34,1,1,1.000000
3,11,703,530,74,37,1,1,1.000000
3,12,597,577,56,42,1,1,1.000000
3,13,380,611,80,47,1,1,1.000000
3,14,329,515,44,65,1,1,1.000000
3,15,1546,430,44,57,1,1,1.000000
3,16,1439,552,33,44,1,1,1.000000
3,17,722,523,46,23,1,1,1.000000
3,18,1321,525,90,43,1,1,1.000000
3,19,1266,554,85,33,1,1,1.000000
3,20,1276,530,89,45,1,1,1.000000
3,21,1566,370,44,63,1,1,1.000000
3,22,1468,447,82,37,1,1,1.000000
3,23,1477,314,33,45,1,1,1.000000
3,24,1597,432,59,37,1,1,1.000000
3,25,1491,526,61,37,1,1,1.000000
4,1,1227,592,124,102,1,1,1.000000
4,2,1789,622,104,68,1,1,1.000000
4,3,1720,591,67,71,1,1,1.000000
4,4,1441,575,83,33,1,1,1.000000
4,5,1416,432,61,68,1,1,1.000000
4,6,1384,303,37,43,1,1,1.000000
4,7,1395,363,103,38,1,1,1.000000
4,8,1297,377,80,39,1,1,1.000000
4,9,907,418,72,76,1,1,1.000000
4,10,751,525,78,33,1,1,1.000000
4,11,701,529,73,37,1,1,1.000000
4,12,597,576,56,42,1,1,1.000000
4,13,381,611,81,47,1,1,1.000000
4,14,331,515,42,64,1,1,1.000000
4,15,1548,428,40,57,1,1,1.000000
4,16,1437,553,33,44,1,1,1.000000
4,17,720,523,47,23,1,1,1.000000
4,18,1318,524,90,45,1,1,1.000000
4,19,1268,554,80,33,1,1,1.000000
4,20,1279,532,86,44,1,1,1.000000
4,21,1565,367,46,63,1,1,1.000000
4,22,1466,446,84,38,1,1,1.000000
4,23,1477,314,33,45,1,1,1.000000
4,24,1596,434,55,36,1,1,1.000000
4,25,1492,526,61,37,1,1,1.000000
5,1,1230,593,121,101,1,1,1.000000
5,2,1781,619,104,68,1,1,1.000000
5,3,1717,590,67,71,1,1,1.000000
5,4,1441,576,80,33,1,1,1.000000
5,5,1415,429,66,69,1,1,1.000000
5,6,1382,302,38,43,1,1,1.000000
5,7,1393,363,105,39,1,1,1.000000
5,8,1297,376,80,41,1,1,1.000000
5,9,907,418,72,76,1,1,1.000000
5,10,748,527,77,32,1,1,1.000000
5,11,699,529,71,37,1,1,1.000000
5,12,596,576,57,42,1,1,1.000000
5,13,382,611,82,47,1,1,1.000000
5,14,332,515,41,63,1,1,1.000000
5,15,1550,426,37,58,1,1,1.000000
5,16,1436,553,33,44,1,1,1.000000
5,17,719,523,48,24,1,1,1.000000
5,18,1316,522,91,48,1,1,1.000000
5,19,1269,554,75,33,1,1,1.000000
5,20,1282,533,83,42,1,1,1.000000
5,21,1564,363,49,62,1,1,1.000000
5,22,1464,445,86,39,1,1,1.000000
5,23,1477,314,33,44,1,1,1.000000
5,24,1596,436,51,34,1,1,1.000000
5,25,1492,525,61,37,1,1,1.000000
6,1,1233,594,117,100,1,1,1.000000
6,2,1773,616,103,68,1,1,1.000000
