1,1,618.3,517.0,122.90000000000009,42.39999999999998,1,1,-1
1,2,743.4,542.46,50.82000000000005,169.53999999999996,1,1,-1
1,3,571.71,578.49,169.52999999999997,42.40999999999997,1,1,-1
1,4,556.87,612.4,101.73000000000002,86.88,1,1,-1
1,5,152.1,633.59,67.82,122.90999999999997,1,1,-1
1,6,467.9,675.97,116.5,46.629999999999995,1,1,-1
1,7,970.12,565.77,97.4799999999999,46.629999999999995,1,1,-1
1,8,870.52,582.73,141.98000000000002,72.04999999999995,1,1,-1
1,9,936.2,648.42,143.79999999999995,103.84000000000003,1,1,-1
1,10,781.51,705.64,156.82000000000005,129.26999999999998,1,1,-1
1,11,921.38,741.67,139.86,76.29000000000008,1,1,-1
1,12,614.09,667.5,146.23000000000002,38.10000000000002,1,1,-1
1,13,489.06,714.12,188.60999999999996,52.98000000000002,1,1,-1
1,14,544.12,764.98,103.89999999999998,42.379999999999995,1,1,-1
1,15,472.11,775.57,148.30999999999995,86.88999999999999,1,1,-1
1,16,628.93,801.01,67.81000000000006,133.51,1,1,-1
1,17,675.55,837.03,101.75,116.56000000000006,1,1,-1
1,18,766.67,834.91,161.06000000000006,161.06000000000006,1,1,-1
1,19,912.9,847.63,165.30000000000007,72.07000000000005,1,1,-1
1,20,1004.0,811.6,72.07999999999993,74.16999999999996,1,1,-1
1,21,959.52,930.28,120.48000000000002,52.98000000000002,1,1,-1
1,22,976.48,1015.05,84.75999999999999,173.76999999999998,1,1,-1
1,23,870.51,1129.48,97.49000000000001,131.38999999999987,1,1,-1
1,24,620.45,1235.4,207.67999999999995,84.80999999999995,1,1,-1
1,25,404.29,879.42,101.71999999999997,131.38,1,1,-1
1,26,495.42,868.82,95.37999999999994,99.59999999999991,1,1,-1
1,27,325.88,1004.45,137.72000000000003,108.07999999999993,1,1,-1
1,28,372.5,1057.43,112.32,86.88999999999987,1,1,-1
1,29,268.66,1163.39,105.95999999999998,93.24000000000001,1,1,-1
1,30,344.95,1137.96,80.53000000000003,59.33999999999992,1,1,-1
1,31,523.0,1070.14,133.5,74.17999999999984,1,1,-1
1,32,497.54,1140.08,150.45999999999998,72.05000000000018,1,1,-1
1,33,364.03,1186.7,127.17000000000002,46.61999999999989,1,1,-1
1,34,24.95,697.13,65.7,184.37,1,1,-1
1,35,58.86,915.4,93.24,169.60000000000002,1,1,-1
1,36,684.03,1089.22,67.81000000000006,97.48000000000002,1,1,-1
1,37,887.47,1004.45,48.74000000000001,154.70000000000005,1,1,-1
1,38,813.3,1178.22,36.030000000000086,91.07999999999993,1,1,-1
1,39,802.7,1055.3,55.09999999999991,120.79999999999995,1,1,-1
2,1,615.55,516.36,122.8900000000001,42.39999999999998,1,1,-1
2,2,742.13,542.04,50.82000000000005,169.54000000000008,1,1,-1
2,3,569.38,578.28,169.52999999999997,42.41000000000008,1,1,-1
2,4,554.33,612.4,101.7299999999999,86.88,1,1,-1
2,5,149.99,629.35,67.81,122.90999999999997,1,1,-1
2,6,465.36,676.4,116.5,46.620000000000005,1,1,-1
2,7,970.12,565.77,96.20999999999992,45.99000000000001,1,1,-1
2,8,868.82,582.3,141.9899999999999,72.06000000000006,1,1,-1
2,9,934.93,648.0,143.80000000000007,103.84000000000003,1,1,-1
2,10,780.34,705.96,156.39999999999998,129.26999999999998,1,1,-1
2,11,919.68,740.82,139.87,76.28999999999996,1,1,-1
2,12,613.24,667.71,146.23000000000002,38.09999999999991,1,1,-1
2,13,486.52,714.33,188.60000000000002,52.979999999999905,1,1,-1
2,14,541.16,764.77,106.00999999999999,43.01999999999998,1,1,-1
2,15,472.1,775.57,147.26,86.88999999999999,1,1,-1
2,16,627.65,804.82,67.82000000000005,133.51,1,1,-1
2,17,674.7,837.03,101.75,116.56000000000006,1,1,-1
2,18,764.77,834.49,161.06000000000006,161.05999999999995,1,1,-1
2,19,910.99,847.42,167.21000000000004,72.07000000000005,1,1,-1
2,20,1001.88,809.91,74.9799999999999,76.29000000000008,1,1,-1
2,21,958.67,930.28,121.33000000000004,52.98000000000002,1,1,-1
2,22,976.26,1013.14,84.76999999999998,173.7700000000001,1,1,-1
2,23,868.39,1130.33,97.49000000000001,131.3900000000001,1,1,-1
2,24,618.75,1235.19,207.69000000000005,84.80999999999995,1,1,-1
2,25,402.17,880.05,100.24000000000001,130.75,1,1,-1
2,26,493.3,867.97,95.37999999999994,99.61000000000001,1,1,-1
2,27,324.18,1006.14,131.8,108.08000000000004,1,1,-1
2,28,371.65,1059.97,105.97000000000003,86.88999999999987,1,1,-1
2,29,266.97,1161.27,108.07,91.55999999999995,1,1,-1
2,30,343.68,1138.81,77.57,59.330000000000155,1,1,-1
