1,1,618.3,517.0,122.9,42.4,1.000000
1,2,743.4,542.5,50.8,169.5,1.000000
1,3,571.7,578.5,169.5,42.4,1.000000
1,4,556.9,612.4,101.7,86.9,1.000000
1,5,152.1,633.6,67.8,122.9,1.000000
1,6,467.9,676.0,116.5,46.6,1.000000
1,7,970.1,565.8,97.5,46.6,1.000000
1,8,870.5,582.7,142.0,72.1,1.000000
1,9,936.2,648.4,143.8,103.8,1.000000
1,10,781.5,705.6,156.8,129.3,1.000000
1,11,921.4,741.7,139.9,76.3,1.000000
1,12,614.1,667.5,146.2,38.1,1.000000
1,13,489.1,714.1,188.6,53.0,1.000000
1,14,544.1,765.0,103.9,42.4,1.000000
1,15,472.1,775.6,148.3,86.9,1.000000
1,16,628.9,801.0,67.8,133.5,1.000000
1,17,675.5,837.0,101.8,116.6,1.000000
1,18,766.7,834.9,161.1,161.1,1.000000
1,19,912.9,847.6,165.3,72.1,1.000000
1,20,1004.0,811.6,72.1,74.2,1.000000
1,21,959.5,930.3,120.5,53.0,1.000000
1,22,976.5,1015.0,84.8,173.8,1.000000
1,23,870.5,1129.5,97.5,131.4,1.000000
1,24,620.5,1235.4,207.7,84.8,1.000000
1,25,404.3,879.4,101.7,131.4,1.000000
1,26,495.4,868.8,95.4,99.6,1.000000
1,27,325.9,1004.5,137.7,108.1,1.000000
1,28,372.5,1057.4,112.3,86.9,1.000000
1,29,268.7,1163.4,106.0,93.2,1.000000
1,30,345.0,1138.0,80.5,59.3,1.000000
1,31,523.0,1070.1,133.5,74.2,1.000000
1,32,497.5,1140.1,150.5,72.1,1.000000
1,33,364.0,1186.7,127.2,46.6,1.000000
1,34,25.0,697.1,65.7,184.4,1.000000
1,35,58.9,915.4,93.2,169.6,1.000000
1,36,684.0,1089.2,67.8,97.5,1.000000
1,37,887.5,1004.5,48.7,154.7,1.000000
1,38,813.3,1178.2,36.0,91.1,1.000000
1,39,802.7,1055.3,55.1,120.8,1.000000
2,1,615.5,516.4,122.9,42.4,1.000000
2,2,742.1,542.0,50.8,169.5,1.000000
2,3,569.4,578.3,169.5,42.4,1.000000
2,4,554.3,612.4,101.7,86.9,1.000000
2,5,150.0,629.3,67.8,122.9,1.000000
2,6,465.4,676.4,116.5,46.6,1.000000
2,7,970.1,565.8,96.2,46.0,1.000000
2,8,868.8,582.3,142.0,72.1,1.000000
2,9,934.9,648.0,143.8,103.8,1.000000
2,10,780.3,706.0,156.4,129.3,1.000000
2,11,919.7,740.8,139.9,76.3,1.000000
2,12,613.2,667.7,146.2,38.1,1.000000
2,13,486.5,714.3,188.6,53.0,1.000000
2,14,541.2,764.8,106.0,43.0,1.000000
2,15,472.1,775.6,147.3,86.9,1.000000
2,16,627.7,804.8,67.8,133.5,1.000000
2,17,674.7,837.0,101.8,116.6,1.000000
2,18,764.8,834.5,161.1,161.1,1.000000
2,19,911.0,847.4,167.2,72.1,1.000000
2,20,1001.9,809.9,75.0,76.3,1.000000
2,21,958.7,930.3,121.3,53.0,1.000000
2,22,976.3,1013.1,84.8,173.8,1.000000
2,23,868.4,1130.3,97.5,131.4,1.000000
2,24,618.8,1235.2,207.7,84.8,1.000000
2,25,402.2,880.0,100.2,130.8,1.000000
2,26,493.3,868.0,95.4,99.6,1.000000
2,27,324.2,1006.1,131.8,108.1,1.000000
2,28,371.6,1060.0,106.0,86.9,1.000000
2,29,267.0,1161.3,108.1,91.6,1.000000
2,30,343.7,1138.8,77.6,59.3,1.000000
2,31,520.0,1069.5,133.5,74.2,1.000000
2,32,495.4,1140.1,150.5,72.1,1.000000
2,33,365.3,1186.9,124.4,45.4,1.000000
2,34,23.7,699.0,65.7,183.3,1.000000
2,35,58.9,920.9,93.2,164.1,1.000000
2,36,681.9,1089.2,67.8,97.5,1.000000
2,37,885.8,1004.9,48.8,154.7,1.000000
2,38,811.6,1177.4,36.0,91.1,1.000000
2,39,802.7,1059.1,52.1,118.7,1.000000
3,1,612.8,515.7,122.9,42.4,1.000000
3,2,740.9,541.6,50.8,169.5,1.000000
3,3,567.0,578.1,169.5,42.4,1.000000
3,4,551.8,612.4,101.7,86.9,1.000000
3,5,147.9,625.1,67.8,122.9,1.000000
3,6,462.8,676.8,116.5,46.6,1.000000
3,7,970.1,565.8,94.9,45.3,1.000000
3,8,867.1,581.9,142.0,72.1,1.000000
3,9,933.7,647.6,143.8,103.8,1.000000
3,10,779.2,706.3,156.0,129.3,1.000000
3,11,918.0,740.0,139.9,76.3,1.000000
3,12,612.4,667.9,146.2,38.1,1.000000
3,13,484.0,714.5,188.6,53.0,1.000000
3,14,538.2,764.6,108.1,43.7,1.000000
3,15,472.1,775.6,146.2,86.9,1.000000
3,16,626.4,808.6,67.8,133.5,1.000000
3,17,673.8,837.0,101.8,116.6,1.000000
3,18,762.9,834.1,161.1,161.1,1.000000
3,19,909.1,847.2,169.1,72.1,1.000000
3,20,999.8,808.2,77.9,78.4,1.000000
3,21,957.8,930.3,122.2,53.0,1.000000
3,22,976.0,1011.2,84.8,173.8,1.000000
3,23,866.3,1131.2,97.5,131.4,1.000000
3,24,617.1,1235.0,207.7,84.8,1.000000
3,25,400.0,880.7,98.8,130.1,1.000000
3,26,491.2,867.1,95.4,99.6,1.000000
3,27,322.5,1007.8,125.9,108.1,1.000000
3,28,370.8,1062.5,99.6,86.9,1.000000
3,29,265.3,1159.2,110.2,89.9,1.000000
3,30,342.4,1139.7,74.6,59.3,1.000000
3,31,517.1,1068.9,133.5,74.2,1.000000
3,32,493.3,1140.1,150.5,72.1,1.000000
3,33,366.6,1187.1,121.7,44.1,1.000000
3,34,22.4,701.0,65.7,182.2,1.000000
3,35,58.9,926.4,93.2,158.6,1.000000
3,36,679.8,1089.2,67.8,97.5,1.000000
3,37,884.1,1005.3,48.7,154.7,1.000000
3,38,809.9,1176.5,36.0,91.1,1.000000
3,39,802.7,1062.9,49.2,116.6,1.000000
4,1,610.0,515.1,122.9,42.4,1.000000
4,2,739.6,541.2,50.8,169.5,1.000000
4,3,564.7,577.8,169.5,42.4,1.000000
4,4,549.2,612.4,101.7,86.9,1.000000
4,5,145.8,620.9,67.8,122.9,1.000000
4,6,460.3,677.2,116.5,46.6,1.000000
4,7,970.1,565.8,93.7,44.7,1.000000
4,8,865.4,581.5,142.0,72.1,1.000000
4,9,932.4,647.2,143.8,103.8,1.000000
4,10,778.0,706.6,155.6,129.3,1.000000
4,11,916.3,739.1,139.9,76.3,1.000000
4,12,611.5,668.1,146.2,38.1,1.000000
4,13,481.4,714.8,188.6,53.0,1.000000
4,14,535.2,764.3,110.2,44.3,1.000000
4,15,472.1,775.6,145.1,86.9,1.000000
4,16,625.1,812.5,67.8,133.5,1.000000
4,17,673.0,837.0,101.8,116.6,1.000000
4,18,761.0,833.6,161.1,161.1,1.000000
4,19,907.2,847.0,171.0,72.1,1.000000
4,20,997.6,806.5,80.8,80.5,1.000000
4,21,957.0,930.3,123.0,53.0,1.000000
4,22,975.8,1009.3,84.8,173.8,1.000000
4,23,864.2,1132.0,97.5,131.4,1.000000
4,24,615.4,1234.8,207.7,84.8,1.000000
4,25,397.9,881.3,97.3,129.5,1.000000
4,26,489.1,866.3,95.4,99.6,1.000000
4,27,320.8,1009.5,119.9,108.1,1.000000
4,28,370.0,1065.1,93.2,86.9,1.000000
4,29,263.6,1157.0,112.3,88.2,1.000000
4,30,341.1,1140.5,71.6,59.3,1.000000
4,31,514.1,1068.2,133.5,74.2,1.000000
4,32,491.2,1140.1,150.5,72.1,1.000000
4,33,367.8,1187.3,118.9,42.8,1.000000
4,34,21.1,702.8,65.7,181.2,1.000000
4,35,58.9,932.0,93.2,153.0,1.000000
4,36,677.7,1089.2,67.8,97.5,1.000000
4,37,882.4,1005.7,48.7,154.7,1.000000
4,38,808.2,1175.7,36.0,91.1,1.000000
4,39,802.7,1066.8,46.2,114.4,1.000000
5,1,607.3,514.5,122.9,42.4,1.000000
5,2,738.3,540.8,50.8,169.5,1.000000
5,3,562.4,577.6,169.5,42.4,1.000000
5,4,546.7,612.4,101.7,86.9,1.000000
5,5,143.6,616.6,67.8,122.9,1.000000
5,6,457.7,677.7,116.5,46.6,1.000000
5,7,970.1,565.8,92.4,44.1,1.000000
5,8,863.7,581.0,142.0,72.1,1.000000
5,9,931.1,646.7,143.8,103.8,1.000000
5,10,776.8,706.9,155.1,129.3,1.000000
5,11,914.6,738.3,139.9,76.3,1.000000
5,12,610.7,668.3,146.2,38.1,1.000000
5,13,478.9,715.0,188.6,53.0,1.000000
5,14,532.3,764.1,112.3,44.9,1.000000
5,15,472.1,775.6,144.1,86.9,1.000000
5,16,623.8,816.3,67.8,133.5,1.000000
5,17,672.2,837.0,101.8,116.6,1.000000
5,18,759.0,833.2,161.1,161.1,1.000000
5,19,905.3,846.8,172.9,72.1,1.000000
5,20,995.5,804.8,83.7,82.7,1.000000
5,21,956.1,930.3,123.9,53.0,1.000000
5,22,975.6,1007.4,84.8,173.8,1.000000
5,23,862.0,1132.9,97.5,131.4,1.000000
5,24,613.7,1234.6,207.7,84.8,1.000000
5,25,395.8,882.0,95.8,128.8,1.000000
5,26,486.9,865.4,95.4,99.6,1.000000
5,27,319.1,1011.2,114.0,108.1,1.000000
